PC1,PC2
89.803,-15.3953
34.3191,-9.84585
22.6705,-10.3597
12.5675,-9.71796
33.2327,-9.65372
61.9246,-3.24387
18.1097,-7.75824
74.5977,-4.90591
72.2652,0.799653
91.9596,5.37059
94.5164,6.5706
34.2021,-9.37227
94.5164,6.5706
69.2022,-4.46679
91.9596,5.37059
31.634,-8.74602
45.1497,-4.62909
69.2338,0.176711
74.1397,-1.07228
92.7663,10.9152
50.4068,-4.22831
44.4176,-3.52361
92.7663,10.9152
67.7837,0.899458
88.8317,12.0289
50.3614,-4.06656
22.3703,-10.028
60.4793,-5.08861
39.588,-9.09006
39.588,-9.09006
39.588,-9.09006
39.588,-9.09006
41.6975,-3.74941
92.7596,10.9417
92.7596,10.9417
74.2863,-6.28414
27.7448,-4.52996
51.1412,-0.947507
13.9699,-7.72971
45.8055,-8.76764
30.9689,-8.96251
30.9689,-8.96251
30.9689,-8.96251
35.4111,-7.12927
35.4111,-7.12927
35.4111,-7.12927
36.5576,-9.71181
35.4111,-7.12927
24.202,-9.54192
31.7891,-6.37698
16.2166,-8.00031
15.6862,-9.04204
15.6862,-9.04204
47.1107,-8.96632
80.3882,-5.61604
48.2218,0.581988
60.0849,1.05832
60.0849,1.05832
30.79,-3.94189
33.8377,-0.841734
29.7975,-1.54755
73.3157,-4.37252
109.463,-9.56431
30.9621,-4.9571
41.6735,-4.4074
57.0587,0.440149
30.9621,-4.9571
64.8296,5.1213
34.7135,-5.76908
44.7736,-1.10048
47.5589,0.0054293
103.648,20.6833
76.5897,5.59565
11.1228,-8.64529
67.9082,5.56568
17.3725,-8.40997
67.9082,5.56568
95.7913,-0.789412
34.1984,-9.0549
100.041,16.6259
33.6757,-3.20508
78.6514,0.874841
31.6228,-5.7917
38.6678,-4.73316
38.6678,-4.73316
26.9949,-2.60162
108.276,10.2017
108.276,10.2017
86.9608,6.95146
92.0406,-2.16256
26.3315,-6.10023
26.3315,-6.10023
50.6155,2.83831
116.882,5.75616
38.0101,-8.26617
35.1469,-1.80959
15.1171,-7.78201
63.4296,-1.6157
78.612,-1.10826
14.6973,-7.02541
14.0575,-8.05197
104.956,15.3431
32.5248,-7.87209
28.0574,-7.81127
144.339,17.2438
144.339,17.2438
27.061,-5.77286
15.5432,-6.35842
49.3228,-1.82419
39.8094,-9.87403
25.792,-7.77253
64.6325,-16.4218
62.7307,-15.2113
64.6325,-16.4218
19.1489,-7.4132
22.6434,-7.67093
25.792,-7.77253
89.7611,12.3801
17.6962,-6.65066
21.4813,-7.22906
17.6962,-6.65066
43.5762,-11.1132
21.1999,-4.42782
136.527,15.2552
21.1999,-4.42782
63.7431,-4.54504
65.4894,-16.1733
35.7362,-7.85011
26.4161,-6.41424
26.4161,-6.41424
65.7516,-4.72008
26.0337,-5.77779
62.0638,-8.47764
76.5502,-11.7786
51.8394,-4.87908
75.6941,7.65821
13.7664,-7.39991
28.999,-7.11745
108.133,-14.4564
108.133,-14.4564
94.7781,3.81356
43.6271,-6.11144
10.875,-8.13348
97.8946,1.5813
33.258,-9.74712
99.981,11.8221
35.7534,-10.1428
25.6369,-7.31737
97.8993,1.56421
99.9857,11.805
35.7534,-10.1428
45.3214,-9.59838
64.5768,-16.2256
34.1966,-9.40977
33.258,-9.74712
20.9832,-9.11382
63.0154,-15.4765
89.9086,2.76436
26.7307,-7.89199
21.0759,-9.09694
96.8506,-3.12545
89.9086,2.76436
23.7577,-7.98113
18.9197,-9.533
72.2934,-9.15071
16.3207,-7.9877
35.6287,-7.51098
43.2056,-5.05523
61.8964,-12.6151
61.8964,-12.6151
62.0824,-10.7138
38.0879,-10.7139
62.0824,-10.7138
54.1907,-5.12989
27.5444,-6.75476
20.1915,-9.95071
50.6165,-9.6689
48.7523,-2.74697
93.8001,-13.9216
90.9111,9.77668
93.8001,-13.9216
90.9159,9.75959
16.6555,-6.52515
26.251,-8.71402
16.2463,-7.74043
26.251,-8.71402
11.8504,-7.91575
15.6625,-9.34717
14.061,-8.05682
28.1916,-5.35625
26.6665,-6.91191
20.9883,-8.77549
16.1538,-7.7865
13.9769,-7.75611
22.0077,-9.115
16.1538,-7.7865
21.2689,-7.23483
147.038,25.9574
32.9662,-8.71784
33.1373,-9.31563
147.038,25.9574
19.7173,-8.67216
16.7729,-9.22154
19.7173,-8.67216
18.8234,-8.80916
68.6421,-0.960532
63.0987,1.75627
17.4127,-8.19169
15.4381,-8.90319
15.4189,-8.4648
17.4346,-8.28173
15.4381,-8.90319
30.9175,-11.6939
23.4981,-7.43262
54.8829,-9.0228
33.2577,-11.9133
21.5914,-10.1634
68.3407,2.21696
68.0292,3.02562
68.0316,3.01708
63.5015,-4.04408
52.0779,-12.6368
23.3745,-6.97688
31.8401,-8.72741
52.0779,-12.6368
26.4894,-6.28204
63.5015,-4.04408
68.0735,-7.04542
52.7822,-6.72888
39.472,-8.66158
43.2246,-7.30342
29.4132,-10.7796
63.9875,-2.8466
63.3771,-18.5592
22.0991,-9.04827
32.45,-7.58772
28.2895,-13.0001
90.4505,-0.971038
33.6343,-8.14593
39.588,-6.51648
51.5396,-8.91592
37.1563,-10.7107
31.4025,-10.4846
68.5448,-10.531
35.8967,-5.85521
54.0913,-5.15532
46.5275,-14.9538
24.8487,-13.2822
24.0835,-11.3086
33.2942,-9.4989
31.7816,-11.0924
30.53,-8.52878
55.3687,-6.02981
30.1089,-12.5076
31.7086,-10.8198
32.9195,-11.0767
62.5122,-11.8279
33.8763,-10.8072
28.4863,-11.1364
29.3739,-10.6367
24.6447,-9.62018
28.4863,-11.1364
129.426,-12.8152
134.364,15.2147
134.364,15.2147
134.364,15.2147
24.7216,-9.90311
24.7216,-9.90311
24.7216,-9.90311
49.4454,-11.7512
58.2993,-7.23176
24.7216,-9.90311
48.9336,-10.3051
38.8093,-7.43941
41.0578,-10.2633
30.3397,-10.3856
110.08,3.85225
53.9669,-2.53185
95.7671,6.49282
25.0049,-10.915
34.4923,-10.0961
31.8495,-9.07204
25.1341,-11.0074
39.485,-13.8352
29.7861,-6.9827
39.485,-13.8352
31.7438,-8.7668
103.502,4.0699
41.4776,-13.5551
54.0905,-7.69878
68.8103,-11.4679
33.9112,-10.9491
108.386,2.14187
84.9871,-0.871306
42.9244,-14.2941
31.5163,-10.5346
48.4145,-14.3044
46.0797,-13.7276
52.9357,-14.5672
61.5923,-17.0091
48.4145,-14.3044
52.866,-14.3161
47.1441,-6.5087
